step	training loss
181	0.0001940809452207759
182	0.00020386445976328105
183	0.00022473011631518602
184	0.0002129924250766635
185	0.00019523725495673716
186	0.00023195795074570924
187	0.0002217974979430437
188	0.00019695019000209868
189	0.00020243466133251786
190	0.00016460251936223358
191	0.00023599399719387293
192	0.0001924255193443969
193	0.00022421969333663583
194	0.00019120775687042624
195	0.00022555071336682886
196	0.00018874611123465002
197	0.00019234740466345102
198	0.00019369940855540335
199	0.00019137396884616464
200	0.00017977625248022377
201	0.00022393382096197456
202	0.00020697928266599774
203	0.00023347081150859594
204	0.00018593728600535542
205	0.00020530246547423303
206	0.00019490810518618673
207	0.00022095981694292277
208	0.00019940536003559828
209	0.00020227943605277687
210	0.0001751332893036306
211	0.00018452093354426324
212	0.00024371867766603827
213	0.0002554496459197253
214	0.00020849880820605904
215	0.00021153583656996489
216	0.00021154186106286943
217	0.00021169336105231196
218	0.00020476907957345247
219	0.00021767898579128087
220	0.00020462564134504646
221	0.0001836157462093979
222	0.00019987940322607756
223	0.00020489562302827835
224	0.00018600859038997442
225	0.00022401937167160213
226	0.0001965054834727198
227	0.00020964856958016753
228	0.00019823394541162997
229	0.00021694463794119656
230	0.0001956358173629269
231	0.00020964391296729445
232	0.00019657840311992913
233	0.00021871158969588578
234	0.00022369215730577707
235	0.00021021893189754337
236	0.00020522241538856179
237	0.00020796673197764903
238	0.00022040700423531234
239	0.00020690209930762649
240	0.00015833716315682977
241	0.0002183497417718172
242	0.00018012932559940964
243	0.00016514063463546336
244	0.00022026263468433172
245	0.00020256356219761074
246	0.00021470492356456816
247	0.00018783510313369334
248	0.0001788748340914026
249	0.00021875230595469475
250	0.00017957374802790582
251	0.00016602726827841252
252	0.00018210141570307314
253	0.00020235191914252937
254	0.00020382263755891472
255	0.0001837451127357781
256	0.00018106456263922155
257	0.00018478816491551697
258	0.0002299468615092337
259	0.00019479621550999582
260	0.0002002676046686247
261	0.0002038128732237965
262	0.00021573783305939287
263	0.0001962150854524225
264	0.00019241550762671977
265	0.00019883147615473717
266	0.00016614382911939174
267	0.00017531897174194455
268	0.0001725192996673286
269	0.0001826548104872927
270	0.0001698602718533948
271	0.00017031966126523912
272	0.0001689042546786368
273	0.0001943642128026113
274	0.00021509171347133815
275	0.00017827529518399388
276	0.00016303463780786842
